userid,username,forumid,most_active_forum
10819,pumpi,182,"Die Fragen der Neulinge"
10833,Freshmaker,209,Carding/Instorecarding
10822,RoX,224,"Payment Accounts + CC's"
10824,dusch_das,223,Identitäten/Docs/IDs/
10826,Ginf,209,Carding/Instorecarding
10828,therudez,NULL,NULL
10830,Timmy,211,"Goods / Drugs / Self Defense"
10829,Tokyo,NULL,NULL
10853,Barney.Stinson,NULL,NULL
10838,Lolmaler,188,Vorstellungen
10845,unxtres,NULL,NULL
10846,flecks,181,"Zahlungsmethoden und Cashout"
10851,ASD,NULL,NULL
10848,terminator,196,"Nachrichten Germany"
10860,c0pper,NULL,NULL
10863,AngelzLove,NULL,NULL
10864,ProjectSunshine,274,"Accounts / VPN, Socks"
10866,Nash,NULL,NULL
10876,petermueller,NULL,NULL
10868,Jenigerwelcher,216,Searching
11464,hahdi,NULL,NULL
10871,Spyce.,NULL,NULL
10874,180grad,NULL,NULL
10877,s3r0x,NULL,NULL
10888,user44,182,"Die Fragen der Neulinge"
10881,LaCosaNostra,274,"Accounts / VPN, Socks"
10887,l0w.!zmir,211,"Goods / Drugs / Self Defense"
10890,Marci92,196,"Nachrichten Germany"
10891,hackkid,189,Tutorials
10897,Hacking,NULL,NULL
11170,devine,220,"Gaming Accounts"
10896,Pornstar,NULL,NULL
10905,waschmaschine,181,"Zahlungsmethoden und Cashout"
10904,leech,NULL,NULL
10911,Zerial,181,"Zahlungsmethoden und Cashout"
10908,"John Hannibal Smith",188,Vorstellungen
10909,hansman123,224,"Payment Accounts + CC's"
10910,Ricardiazz1,NULL,NULL
10916,Moepmoep,NULL,NULL
10918,Fruchtii,183,Diskussionen
10922,Zekoll,182,"Die Fragen der Neulinge"
10925,Black.Pirate,196,"Nachrichten Germany"
10927,Kreios,NULL,NULL
10935,headache1337,209,Carding/Instorecarding
10930,Her0,189,Tutorials
10931,yambo44,NULL,NULL
10932,TheSituation,NULL,NULL
10933,jodorowsky,223,Identitäten/Docs/IDs/
11213,betocx,NULL,NULL
10939,suomisaundi,182,"Die Fragen der Neulinge"
10947,colocolabo,NULL,NULL
10954,blackheart544,171,"Virtual Carding"
10953,A-Team,246,"Software &amp; OS"
10972,Kaz00m,181,"Zahlungsmethoden und Cashout"
10955,blaH,NULL,NULL
11773,McKnad,181,"Zahlungsmethoden und Cashout"
10958,Chelios,183,Diskussionen
10959,Jensi123,249,Offtopic
10961,hanshoden,NULL,NULL
11186,&#1103;/R/&#1103;,196,"Nachrichten Germany"
10964,Headhunter,220,"Gaming Accounts"
10967,coco200,171,"Virtual Carding"
10995,calphalon,NULL,NULL
10979,Farmer,182,"Die Fragen der Neulinge"
10983,unixos,NULL,NULL
10986,Shirom,183,Diskussionen
10988,Kite,216,Searching
10989,brazzers15,NULL,NULL
10990,Jens1970,NULL,NULL
11465,Marzocchi,NULL,NULL
10997,ecizes,249,Offtopic
10998,Cr4ckEd2,209,Carding/Instorecarding
11005,ngage,216,Searching
10999,Jill,NULL,NULL
11008,weedneger77,251,Sonstiges
11015,hack4cc,NULL,NULL
11017,errorTerror,NULL,NULL
11018,baagiihack,NULL,NULL
11023,Freeloader,NULL,NULL
11024,fr34kl3r0y,220,"Gaming Accounts"
11031,cifer,NULL,NULL
11034,nurkurz2,NULL,NULL
11036,limber,196,"Nachrichten Germany"
11581,Fresh-Logs,235,Archiv
11039,speak,NULL,NULL
11040,azayzay,NULL,NULL
11041,arigato,196,"Nachrichten Germany"
11042,veru²,211,"Goods / Drugs / Self Defense"
11044,Crazy-Nugget,182,"Die Fragen der Neulinge"
11047,horschte88,216,Searching
11049,Carding-,211,"Goods / Drugs / Self Defense"
11054,Fl0w,NULL,NULL
11055,Manik,183,Diskussionen
11107,DeLuXe,182,"Die Fragen der Neulinge"
11060,ever,196,"Nachrichten Germany"
11061,LastButNotLeast,258,Lifestyle
11064,milito,NULL,NULL
11068,InteL,216,Searching
11373,marg0z,NULL,NULL
11067,d0wn,NULL,NULL
11407,13speedtest37,249,Offtopic
11073,gster123,249,Offtopic
11473,Cryptomaniac,188,Vorstellungen
11075,tomee01,NULL,NULL
11076,missmarple,NULL,NULL
11077,0wna,211,"Goods / Drugs / Self Defense"
11078,KoRken,NULL,NULL
11079,deine_mutter,NULL,NULL
11080,UAV,NULL,NULL
11081,St0ny,NULL,NULL
11084,katalist,NULL,NULL
11090,axion1984,NULL,NULL
11088,Black.White,226,"Support / Kritik / Verbesserungsvorschläge"
11096,Franco,181,"Zahlungsmethoden und Cashout"
11098,hcf,NULL,NULL
11101,Kasp3r,188,Vorstellungen
11108,Muuchel,238,Trojaner
11110,Alsoro,NULL,NULL
11161,bullit21,NULL,NULL
11115,pryed,NULL,NULL
11113,"Yagami Light",238,Trojaner
11114,lookiss,181,"Zahlungsmethoden und Cashout"
11691,suub,NULL,NULL
11126,Nazgul19,NULL,NULL
11116,flaouta,NULL,NULL
11119,slidsmall,NULL,NULL
11249,Perry,NULL,NULL
11125,Fennek,NULL,NULL
11130,Hackl,216,Searching
11141,iScopeZ,216,Searching
11139,sperminator,183,Diskussionen
11140,Crime_Is_King,NULL,NULL
11832,Chipmunkz,267,Unsorted
11145,Nagsor,NULL,NULL
11507,Candelight,181,"Zahlungsmethoden und Cashout"
11178,Unimatrix,NULL,NULL
11154,Janiznaju,NULL,NULL
11155,pornex,NULL,NULL
11158,passkey,NULL,NULL
11168,vin32,NULL,NULL
11169,sauberfee2,NULL,NULL
11171,ibrains,181,"Zahlungsmethoden und Cashout"
11173,cengizFive,NULL,NULL
11174,DerFernseher,221,"Warez Accounts"
11179,"kommissar schimpanski",189,Tutorials
11180,DocD00,183,Diskussionen
11267,xN1,NULL,NULL
11182,KevinXYZ,182,"Die Fragen der Neulinge"
11185,Zigo,NULL,NULL
11262,thorgal,NULL,NULL
11187,xRaZzer,183,Diskussionen
11198,Masta,216,Searching
11189,forsec,234,Injections
11192,papaace,216,Searching
11196,kokojumbo,204,"English Main"
11199,Mofu,216,Searching
11202,Sh4rk,NULL,NULL
11232,fail,NULL,NULL
12650,soundz,209,Carding/Instorecarding
11208,t0xicman,NULL,NULL
11210,Cokes,238,Trojaner
11212,Diazepin,258,Lifestyle
11214,Monoq,NULL,NULL
11217,reffik,222,"Sonstige Accounts"
11219,DMW007,NULL,NULL
11218,Shlomo,NULL,NULL
11223,Merli,NULL,NULL
11224,Jaro,NULL,NULL
11225,hIj4CkThi$,238,Trojaner
11226,SPEISEQUARK,NULL,NULL
11227,Chill,NULL,NULL
11228,brad,188,Vorstellungen
11230,frank,209,Carding/Instorecarding
11235,NewSowjetskih,NULL,NULL
11239,ttt_hh,181,"Zahlungsmethoden und Cashout"
11240,liebergottimhimmel,NULL,NULL
11244,PanzAKnackA,220,"Gaming Accounts"
11245,Hass,249,Offtopic
11246,yakisikli,NULL,NULL
11258,Giswald,181,"Zahlungsmethoden und Cashout"
11248,iCarder,NULL,NULL
11250,nurich,279,User-Beschwerden
11253,t0xus,181,"Zahlungsmethoden und Cashout"
11255,underg222,NULL,NULL
11275,Xore,NULL,NULL
11260,Standex,224,"Payment Accounts + CC's"
11261,zidan258,182,"Die Fragen der Neulinge"
11330,HiddeN,NULL,NULL
11264,Xerox,211,"Goods / Drugs / Self Defense"
11270,Stalli0n,NULL,NULL
11277,X2theZ,NULL,NULL
11278,streetfighter,214,"Drops / Packstation"
11283,nurdiesge,188,Vorstellungen
11285,mspuls,NULL,NULL
11287,tr1p0t,NULL,NULL
11288,base89,209,Carding/Instorecarding
11529,lilalori,182,"Die Fragen der Neulinge"
11293,xeeq,NULL,NULL
11297,Donce,NULL,NULL
11299,jcc,NULL,NULL
11303,sHaRk,NULL,NULL
11305,massa83,181,"Zahlungsmethoden und Cashout"
11309,m1ck,240,Webhosting
11311,masspike,221,"Warez Accounts"
11319,Shyzaki1,181,"Zahlungsmethoden und Cashout"
11326,crank79,328,"Newbie Market"
11313,QMODE,181,"Zahlungsmethoden und Cashout"
11315,Alditalk,193,"Social Engeneering"
11316,reet,211,"Goods / Drugs / Self Defense"
11317,LeeT,188,Vorstellungen
11323,Eldas,188,Vorstellungen
11397,AlKasch_47,212,"Services / Setup"
11325,XMODE,181,"Zahlungsmethoden und Cashout"
11327,Algart,183,Diskussionen
11328,kre!os,212,"Services / Setup"
11331,Loyalität,188,Vorstellungen
11333,deffjeff,NULL,NULL
11334,Teyla,189,Tutorials
11337,"Punkt C",181,"Zahlungsmethoden und Cashout"
11339,labello,NULL,NULL
11342,Ako37Ako,209,Carding/Instorecarding
11344,CATCH'EM,NULL,NULL
11345,Atharros,216,Searching
11346,Kaevlike,NULL,NULL
11348,Alcatraz,NULL,NULL
11350,sympa,NULL,NULL
11479,v10lence,216,Searching
11715,mr..,NULL,NULL
11355,Bero13465,181,"Zahlungsmethoden und Cashout"
11353,bandar,171,"Virtual Carding"
11356,TiSs123,NULL,NULL
11359,Aero,NULL,NULL
11360,Iodas1,NULL,NULL
11366,Ganyabis,NULL,NULL
11367,Crasch,NULL,NULL
11485,Stormbreaker,238,Trojaner
11418,CodeGet,258,Lifestyle
11370,Alphabet,NULL,NULL
11371,Phozon,NULL,NULL
11383,Just7,181,"Zahlungsmethoden und Cashout"
11372,polyCoder,NULL,NULL
11374,M-$p33Ð,231,Botnet
11376,pcl44,NULL,NULL
11388,Cr4yZZ,182,"Die Fragen der Neulinge"
11378,W4nt3D,223,Identitäten/Docs/IDs/
11379,darookie,277,Board-Polizei
11382,insane,NULL,NULL
11625,harano1,NULL,NULL
11387,sYnCC,NULL,NULL
11406,DayDreamer,NULL,NULL
11711,€yL€x,NULL,NULL
11416,perplex,216,Searching
11425,c0nd0r,181,"Zahlungsmethoden und Cashout"
11393,krash,NULL,NULL
11395,hacker1992,181,"Zahlungsmethoden und Cashout"
11401,bugmafia4,NULL,NULL
11403,Chiruge,181,"Zahlungsmethoden und Cashout"
11409,keskin,NULL,NULL
11419,gamebreiker,189,Tutorials
11509,chehabinio,NULL,NULL
11429,mc-ott,NULL,NULL
11448,Notime116,NULL,NULL
11452,DaVinci,181,"Zahlungsmethoden und Cashout"
11455,grunz,NULL,NULL
11458,cr4ckbitch,211,"Goods / Drugs / Self Defense"
11461,Tiberius,169,"About Forum - News"
11462,yooyoo,NULL,NULL
11466,darker01,NULL,NULL
11710,Vitality,NULL,NULL
11484,extremegz,NULL,NULL
11488,iMac,235,Archiv
11489,Akaton,181,"Zahlungsmethoden und Cashout"
11500,DjKitsune,218,"Hochwertige Accounts"
11505,Shazza,NULL,NULL
11513,lol1337,217,Droping/Packstation/Pickpoints...
11517,apel007,216,Searching
11522,FoXaS,216,Searching
11518,emmanuel2611,NULL,NULL
13738,mengede,NULL,NULL
11520,BlackEnergy,231,Botnet
11519,alexneu2010,NULL,NULL
11523,Sauden,NULL,NULL
11525,QuaD,221,"Warez Accounts"
11524,F4!L,NULL,NULL
11530,a5coupe,181,"Zahlungsmethoden und Cashout"
11534,delonge95,221,"Warez Accounts"
11531,alphateam,209,Carding/Instorecarding
11532,prosiaczq,NULL,NULL
11535,c-klasse,NULL,NULL
12207,Atalanta,211,"Goods / Drugs / Self Defense"
11537,Deva,NULL,NULL
11565,Pureza,249,Offtopic
11540,kn0wn,196,"Nachrichten Germany"
11976,N1ghtD4vil,NULL,NULL
11550,charleston,NULL,NULL
11552,Jibbertripo2,NULL,NULL
11553,muruk2008,181,"Zahlungsmethoden und Cashout"
11554,Petrucci,NULL,NULL
11597,wightscreen,NULL,NULL
11559,longsleeper2,NULL,NULL
11564,YingYang,NULL,NULL
11566,ky-ms,251,Sonstiges
11567,sanja9630,NULL,NULL
11568,Genius,216,Searching
11572,I_killed_Kenny,238,Trojaner
13155,wusa,217,Droping/Packstation/Pickpoints...
11580,strokeofgenius,NULL,NULL
11582,"Ðeaþ co||ector",188,Vorstellungen
11583,Milka,188,Vorstellungen
11584,Black_mamba,NULL,NULL
11589,w!cKed,215,"Tools / Malware"
11590,stripey,196,"Nachrichten Germany"
11667,xKira,182,"Die Fragen der Neulinge"
11594,OneoOne,188,Vorstellungen
11596,xBeyond,182,"Die Fragen der Neulinge"
11601,schwarzmarkt,182,"Die Fragen der Neulinge"
11602,Scriptoxx,183,Diskussionen
11605,dafaaf,NULL,NULL
11606,G*star,189,Tutorials
11607,M00N,NULL,NULL
11608,casedup,171,"Virtual Carding"
11609,e3475b13,181,"Zahlungsmethoden und Cashout"
11614,lockpicker,NULL,NULL
11613,HaVoC,NULL,NULL
11615,dnyyy,193,"Social Engeneering"
11617,-killer-,183,Diskussionen
11619,Darkviod,NULL,NULL
11654,jexhammer,NULL,NULL
11686,roflh4xx0riz9r,NULL,NULL
11622,brainy,188,Vorstellungen
11646,kringe3,220,"Gaming Accounts"
11624,jewler,NULL,NULL
11627,Kelleci,218,"Hochwertige Accounts"
11629,Dennske,NULL,NULL
11636,XENON,NULL,NULL
11637,TgZero,NULL,NULL
11639,Bigel,NULL,NULL
11647,Bow_Wow,NULL,NULL
11651,cyborg558,233,Exploits
11657,xenon2008,NULL,NULL
11658,warmachine,181,"Zahlungsmethoden und Cashout"
11660,AlMassivA,249,Offtopic
11659,PikaPika,NULL,NULL
11661,VIP,189,Tutorials
11688,"dammed Dammer",NULL,NULL
11666,Knackxer,212,"Services / Setup"
11674,BOMBER,181,"Zahlungsmethoden und Cashout"
11679,marty200,NULL,NULL
11682,microdoff,NULL,NULL
11684,big_rs,NULL,NULL
11687,gordon,214,"Drops / Packstation"
11824,GrandTheft,NULL,NULL
12538,Sparki,196,"Nachrichten Germany"
16436,Schiller,NULL,NULL
11725,iDonTknoW,216,Searching
13156,lawliet,217,Droping/Packstation/Pickpoints...
13488,thetime,NULL,NULL
12108,rsN.,251,Sonstiges
12320,MemKIphis,222,"Sonstige Accounts"
11753,b0rn,NULL,NULL
11926,seldert,NULL,NULL
11774,Killah,NULL,NULL
11694,zer018,NULL,NULL
11693,kantenjoe,181,"Zahlungsmethoden und Cashout"
11699,FuNiX,188,Vorstellungen
11701,unknown,NULL,NULL
11700,2gay2play2day,216,Searching
11703,jonni,NULL,NULL
11707,crank799,NULL,NULL
11705,abcdwolf,NULL,NULL
11712,"Juicy Fruit",176,"<font color=#FF8C00>Cashout and Drop Service</font>"
11716,carderisback,NULL,NULL
11718,Inatosh,NULL,NULL
11727,sharkman,328,"Newbie Market"
11731,Necro1,211,"Goods / Drugs / Self Defense"
11732,loowmanz,211,"Goods / Drugs / Self Defense"
16487,g4lyfe,NULL,NULL
16488,dantalian,NULL,NULL
11735,x_FrEaKaaA-,188,Vorstellungen
11741,tom,NULL,NULL
11745,rlx,196,"Nachrichten Germany"
14262,bullyh,183,Diskussionen
11749,SyntaxXx,181,"Zahlungsmethoden und Cashout"
14294,yannik1108,NULL,NULL
11944,pumpe07,221,"Warez Accounts"
11755,starzocker,NULL,NULL
11761,Fire12,188,Vorstellungen
11764,almighty,328,"Newbie Market"
11767,passy,220,"Gaming Accounts"
11810,Mr.White,182,"Die Fragen der Neulinge"
11770,"Doom Mortal2",NULL,NULL
11788,Snax03,246,"Software &amp; OS"
11780,Jane,193,"Social Engeneering"
11785,tuto,NULL,NULL
11793,wootdafck,NULL,NULL
11801,Cyber-sh0t,216,Searching
12396,ThreeMonkeys,NULL,NULL
11802,souliloquist,209,Carding/Instorecarding
11803,Half-LifeX,NULL,NULL
11807,unbekann7,NULL,NULL
12102,Osiris,182,"Die Fragen der Neulinge"
11811,lil_scrappy,NULL,NULL
11964,stuffi,246,"Software &amp; OS"
11816,h-baby,NULL,NULL
11815,12345,181,"Zahlungsmethoden und Cashout"
11820,timmi_smallz,NULL,NULL
11825,Spitfir320,NULL,NULL
11827,dreami,NULL,NULL
11828,phL,216,Searching
16449,Maximus,NULL,NULL
11829,cruukz,181,"Zahlungsmethoden und Cashout"
11830,qryyy,NULL,NULL
11834,EEE,236,"Hash Verschlüselungen / Passwort Cracking"
11836,ARGOS,NULL,NULL
11837,Jumper,NULL,NULL
13384,BiLLa,NULL,NULL
11840,dfsmw,NULL,NULL
11855,UID0,NULL,NULL
11846,Hard1337Styler,NULL,NULL
11853,Sony-black,235,Archiv
11858,jokanak,217,Droping/Packstation/Pickpoints...
11860,Leee,NULL,NULL
11859,Pritt,188,Vorstellungen
11862,st0li,NULL,NULL
11864,pepe,NULL,NULL
11938,Julieh,234,Injections
11914,CroNeX,NULL,NULL
11872,zauberwaldmucki,183,Diskussionen
11873,djailies,224,"Payment Accounts + CC's"
11874,ExTaSy,NULL,NULL
11876,PUREboyyy,NULL,NULL
11877,r0re,189,Tutorials
11880,Skynet,NULL,NULL
11882,"Keyser Soze",181,"Zahlungsmethoden und Cashout"
11884,HOOD,NULL,NULL
11887,mTz.4667,182,"Die Fragen der Neulinge"
12502,Cyph4,NULL,NULL
11903,n0yx,NULL,NULL
11892,ivegotu,224,"Payment Accounts + CC's"
11894,joachim,NULL,NULL
11901,Argon,188,Vorstellungen
11897,Snake61,NULL,NULL
11898,luutsche,NULL,NULL
11899,Plumboy,NULL,NULL
11900,MS7,NULL,NULL
11904,avatar,NULL,NULL
11974,cowsox,181,"Zahlungsmethoden und Cashout"
11949,jonhyk,NULL,NULL
12204,nyl1n,211,"Goods / Drugs / Self Defense"
12018,~Chiko~,183,Diskussionen
11915,sonofgod,NULL,NULL
11919,matthias.piranha,NULL,NULL
11920,Mülltonne,NULL,NULL
12081,Korhal,NULL,NULL
11961,alpha63,NULL,NULL
11939,Broadway,NULL,NULL
11928,al3x,NULL,NULL
12015,0x000800,NULL,NULL
11932,yayyo,NULL,NULL
11933,inselmann,NULL,NULL
11935,loan,249,Offtopic
11940,peclol,216,Searching
13090,albahacker,NULL,NULL
11942,Speedys,226,"Support / Kritik / Verbesserungsvorschläge"
11978,Royalgee,NULL,NULL
12669,lol123,NULL,NULL
11947,Oniqa,209,Carding/Instorecarding
11956,pii,189,Tutorials
11951,optimesprime,216,Searching
11955,Hoppi,NULL,NULL
11958,fr3ddie,NULL,NULL
11966,NoXeL,219,"VPN/ Proxies"
11969,SynTes,181,"Zahlungsmethoden und Cashout"
11971,xmine,220,"Gaming Accounts"
11979,fr34c1015,196,"Nachrichten Germany"
12006,"2-$ton3d 4-YOu",209,Carding/Instorecarding
11977,lol4it,221,"Warez Accounts"
12016,FreestylerTak,NULL,NULL
11980,af4ik,226,"Support / Kritik / Verbesserungsvorschläge"
11983,Stubber,181,"Zahlungsmethoden und Cashout"
11985,madam,NULL,NULL
12000,ZiKiMA,173,"Identification &amp; Documents"
12001,williamBordel,NULL,NULL
12003,BurstLimit,NULL,NULL
13083,lizzart,249,Offtopic
12005,sheldonC,181,"Zahlungsmethoden und Cashout"
12710,micseanh,NULL,NULL
12012,Bloodycheck,NULL,NULL
12017,WEedfreak,220,"Gaming Accounts"
12020,intricate,NULL,NULL
12029,Moonkin,217,Droping/Packstation/Pickpoints...
12030,alaatito,NULL,NULL
12033,Panzer,NULL,NULL
12032,Prada,NULL,NULL
12035,chocho,NULL,NULL
12036,fuentes,NULL,NULL
12090,TH0SS,188,Vorstellungen
12037,assfu*ck,NULL,NULL
12041,homeboy123,236,"Hash Verschlüselungen / Passwort Cracking"
12142,ballermann,NULL,NULL
12043,jens3912,231,Botnet
12046,Seki92,209,Carding/Instorecarding
12047,rookierocket,257,"Rechtliches / Legal"
12051,epo,181,"Zahlungsmethoden und Cashout"
12053,Acceuss,NULL,NULL
12212,HG358,NULL,NULL
12056,inferior,NULL,NULL
12055,FoRyN,NULL,NULL
12057,Ladykilla,NULL,NULL
12058,€urovision,188,Vorstellungen
12062,violentritual,188,Vorstellungen
12063,_Anonym,NULL,NULL
12064,P4in,NULL,NULL
12065,Hulle,NULL,NULL
12071,3n3my,NULL,NULL
12073,HammerShot,NULL,NULL
13104,omg_alpha,NULL,NULL
12077,CrimeZ,NULL,NULL
12079,SeelenSammler,244,"Karten reader/writer"
12181,Jebac,181,"Zahlungsmethoden und Cashout"
12083,nasmork,NULL,NULL
12092,checka12,181,"Zahlungsmethoden und Cashout"
12086,joselito123,287,C/C++
12093,Driver,240,Webhosting
12099,xaar,NULL,NULL
12966,slattt,181,"Zahlungsmethoden und Cashout"
12103,blade5,188,Vorstellungen
12106,SWSBK1,NULL,NULL
12114,Fabey,NULL,NULL
12109,TiKilah,NULL,NULL
12112,albanner4,NULL,NULL
12119,navyraiser,182,"Die Fragen der Neulinge"
13449,BubbleGum,189,Tutorials
12121,Ohnmachtsanfall,182,"Die Fragen der Neulinge"
14121,MoreSteps,NULL,NULL
12333,yondaime4,216,Searching
12127,M4d1n,NULL,NULL
12252,illu,181,"Zahlungsmethoden und Cashout"
12135,Krime,NULL,NULL
12144,iROCK,181,"Zahlungsmethoden und Cashout"
12145,s@rs,182,"Die Fragen der Neulinge"
12260,Padroni,211,"Goods / Drugs / Self Defense"
12431,laestl,280,Solved
12158,stifflersmom28,182,"Die Fragen der Neulinge"
12161,"Speedy J",NULL,NULL
12631,(h@0z,NULL,NULL
13001,wahr,182,"Die Fragen der Neulinge"
12579,Doozer,234,Injections
12169,moneymaker11,182,"Die Fragen der Neulinge"
12172,Tropica,NULL,NULL
12192,rHa,NULL,NULL
13096,Debitmaster,NULL,NULL
12175,Chumer,NULL,NULL
12221,eNeN,182,"Die Fragen der Neulinge"
12176,johnmaylives,NULL,NULL
12177,no_mp,246,"Software &amp; OS"
12182,q23,NULL,NULL
12184,Danjell$tyle,NULL,NULL
12196,drip,251,Sonstiges
12201,cheater1947,257,"Rechtliches / Legal"
12203,Omegavirus,NULL,NULL
12610,Stoned*,NULL,NULL
12291,dezent,209,Carding/Instorecarding
12215,ikkez,NULL,NULL
12218,aabb.bbaa12,209,Carding/Instorecarding
12220,mersense,220,"Gaming Accounts"
12222,EINSDREIDREISIEBEN,226,"Support / Kritik / Verbesserungsvorschläge"
12226,*Freeshot*,193,"Social Engeneering"
12230,rooty,NULL,NULL
12232,b0nd007,NULL,NULL
12233,Leppi,NULL,NULL
12236,neggars,217,Droping/Packstation/Pickpoints...
12978,xxlbastard,NULL,NULL
12241,xC0r3,181,"Zahlungsmethoden und Cashout"
12242,elpolloloco,NULL,NULL
12352,Gandy5,209,Carding/Instorecarding
12249,SirSmokeALot,NULL,NULL
12254,GERRRDA,183,Diskussionen
12255,eddamusiol,217,Droping/Packstation/Pickpoints...
12257,grinchdrag,209,Carding/Instorecarding
12261,bauer5,NULL,NULL
12264,derpate,182,"Die Fragen der Neulinge"
12266,Ketschup,183,Diskussionen
12271,asussamsung,182,"Die Fragen der Neulinge"
12272,B4c4rd1,226,"Support / Kritik / Verbesserungsvorschläge"
12527,Ratzeputz,NULL,NULL
12277,joker94,182,"Die Fragen der Neulinge"
12278,LEETEX,209,Carding/Instorecarding
12280,schmipho,181,"Zahlungsmethoden und Cashout"
12284,DarkMaster,220,"Gaming Accounts"
12282,Dennis2332,251,Sonstiges
12285,dojaja,NULL,NULL
12296,Bruder,NULL,NULL
12452,baurian,221,"Warez Accounts"
13019,ign,NULL,NULL
12305,3lit,231,Botnet
12304,marcel,183,Diskussionen
12532,DaPrenz,NULL,NULL
12311,Shadow52,NULL,NULL
12307,johnnyderdepp,182,"Die Fragen der Neulinge"
12314,Navido,181,"Zahlungsmethoden und Cashout"
12317,darknotufa,181,"Zahlungsmethoden und Cashout"
12322,ormkel,NULL,NULL
12323,insideMAN,220,"Gaming Accounts"
12324,mr.,221,"Warez Accounts"
12325,tati,NULL,NULL
12334,vito,NULL,NULL
12335,Nightmar3,182,"Die Fragen der Neulinge"
12336,jambalahja,181,"Zahlungsmethoden und Cashout"
12341,DingDong,181,"Zahlungsmethoden und Cashout"
12339,NayelitA,NULL,NULL
12340,R@ptorius,188,Vorstellungen
12343,Efectukaz,NULL,NULL
12344,tombole,216,Searching
12350,magret,NULL,NULL
12347,lenox,NULL,NULL
12348,Hermes,182,"Die Fragen der Neulinge"
12356,sebi55,188,Vorstellungen
12358,hellraiser233,NULL,NULL
12359,n0reallife,NULL,NULL
12362,bes,NULL,NULL
12364,aspire,226,"Support / Kritik / Verbesserungsvorschläge"
12368,matze_a@live.de,182,"Die Fragen der Neulinge"
12369,ZaZaBoY,251,Sonstiges
12370,master0077,183,Diskussionen
12371,B3TRuG,NULL,NULL
12412,Blu3,NULL,NULL
12373,shockwave,NULL,NULL
16424,T!g3r,NULL,NULL
12378,hmida,NULL,NULL
13222,=KingPin=,NULL,NULL
12383,unknown5344,188,Vorstellungen
12393,sophos,NULL,NULL
12415,g4rb4g3,188,Vorstellungen
12398,maria.ntten,239,Funktechnik
12401,L0Q0,188,Vorstellungen
12425,Deusox,188,Vorstellungen
13043,African13,209,Carding/Instorecarding
12408,roflcopter,NULL,NULL
12413,1ncludah,NULL,NULL
12417,killerkeks2,NULL,NULL
12422,Nojokersmoker1040,NULL,NULL
12423,f1resp1n,183,Diskussionen
12427,Gebannt,NULL,NULL
12430,iXENON,NULL,NULL
12432,Penis,NULL,NULL
12437,weatherman,NULL,NULL
12438,DELiRiON,NULL,NULL
13166,Darkness_Dead,183,Diskussionen
12445,phish,NULL,NULL
12501,kekscrack,NULL,NULL
12523,LikeG6,211,"Goods / Drugs / Self Defense"
12447,SchaffinOSX,216,Searching
12451,xELiiA,182,"Die Fragen der Neulinge"
12449,synetic04,NULL,NULL
12454,"Incredible Pain",183,Diskussionen
12456,igsdee,NULL,NULL
12460,R3M1X,NULL,NULL
12466,toll,181,"Zahlungsmethoden und Cashout"
13458,firecrash,183,Diskussionen
12475,Yann1ck,217,Droping/Packstation/Pickpoints...
12473,volvo11,NULL,NULL
12480,broncko09,181,"Zahlungsmethoden und Cashout"
12489,CrashStudios,NULL,NULL
12490,highbury,NULL,NULL
12492,DeNiiZx,NULL,NULL
12496,hotzenplotz,183,Diskussionen
12497,SeeYou,NULL,NULL
12524,pwnedn00b1,239,Funktechnik
12498,T-jO,NULL,NULL
12500,lpboy,220,"Gaming Accounts"
12499,mani123,211,"Goods / Drugs / Self Defense"
12800,Pommes,216,Searching
12506,AtubeOWN,216,Searching
12504,Reindolf,NULL,NULL
12505,pizza3000,182,"Die Fragen der Neulinge"
12507,kitty,216,Searching
12508,Quix_X,NULL,NULL
12509,Raven54,182,"Die Fragen der Neulinge"
12512,koreko,NULL,NULL
12514,Fahne,217,Droping/Packstation/Pickpoints...
12515,faker-nr.2,209,Carding/Instorecarding
12517,bigdog129,NULL,NULL
12633,PitBuLL,238,Trojaner
12518,jetli,NULL,NULL
12528,KaBeschniK,182,"Die Fragen der Neulinge"
12537,sös123,NULL,NULL
12533,blowie,328,"Newbie Market"
12534,n0de,NULL,NULL
12536,MONTE_RAVY,181,"Zahlungsmethoden und Cashout"
